0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.482000	0.518000
2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.476000	0.524000
3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.486000	0.000000	0.514000
4.000000	0.000000	0.000000	0.000000	0.000000	0.249000	0.250000	0.240000	0.261000
5.000000	0.000000	0.000000	0.000000	0.000000	0.249000	0.262000	0.257000	0.232000
6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.486000	0.000000	0.514000
7.000000	0.000000	0.000000	0.000000	0.000000	0.253000	0.258000	0.252000	0.237000
8.000000	0.000000	0.000000	0.000000	0.000000	0.282000	0.229000	0.252000	0.237000
9.000000	0.000000	0.000000	0.000000	0.484000	0.000000	0.000000	0.000000	0.516000
10.000000	0.000000	0.000000	0.230000	0.265000	0.000000	0.000000	0.240000	0.265000
11.000000	0.000000	0.000000	0.248000	0.277000	0.000000	0.000000	0.250000	0.225000
12.000000	0.000000	0.254000	0.000000	0.230000	0.000000	0.268000	0.000000	0.248000
13.000000	0.130000	0.115000	0.119000	0.122000	0.129000	0.130000	0.142000	0.113000
14.000000	0.133000	0.139000	0.134000	0.113000	0.114000	0.123000	0.121000	0.123000
15.000000	0.000000	0.250000	0.000000	0.240000	0.000000	0.253000	0.000000	0.257000
16.000000	0.129000	0.132000	0.131000	0.113000	0.116000	0.130000	0.146000	0.103000
17.000000	0.115000	0.139000	0.108000	0.131000	0.128000	0.127000	0.108000	0.144000
18.000000	0.000000	0.000000	0.000000	0.486000	0.000000	0.000000	0.000000	0.514000
19.000000	0.000000	0.000000	0.234000	0.254000	0.000000	0.000000	0.264000	0.248000
20.000000	0.000000	0.000000	0.276000	0.257000	0.000000	0.000000	0.222000	0.245000
21.000000	0.000000	0.234000	0.000000	0.257000	0.000000	0.239000	0.000000	0.270000
22.000000	0.148000	0.114000	0.123000	0.133000	0.127000	0.114000	0.115000	0.126000
23.000000	0.142000	0.123000	0.123000	0.121000	0.128000	0.123000	0.123000	0.117000
24.000000	0.000000	0.260000	0.000000	0.242000	0.000000	0.256000	0.000000	0.242000
25.000000	0.134000	0.110000	0.136000	0.107000	0.126000	0.132000	0.124000	0.131000
26.000000	0.120000	0.139000	0.130000	0.120000	0.121000	0.128000	0.116000	0.126000
27.000000	0.000000	0.000000	0.000000	0.496000	0.000000	0.000000	0.000000	0.504000
28.000000	0.000000	0.000000	0.271000	0.246000	0.000000	0.000000	0.230000	0.253000
29.000000	0.000000	0.000000	0.235000	0.257000	0.000000	0.000000	0.270000	0.238000
30.000000	0.000000	0.228000	0.000000	0.235000	0.000000	0.263000	0.000000	0.274000
31.000000	0.103000	0.137000	0.110000	0.132000	0.138000	0.131000	0.121000	0.128000
32.000000	0.120000	0.129000	0.132000	0.113000	0.117000	0.122000	0.140000	0.127000
33.000000	0.000000	0.252000	0.000000	0.270000	0.000000	0.228000	0.000000	0.250000
34.000000	0.121000	0.109000	0.125000	0.127000	0.141000	0.117000	0.139000	0.121000
35.000000	0.118000	0.143000	0.116000	0.133000	0.125000	0.123000	0.134000	0.108000
36.000000	0.000000	0.000000	0.000000	0.491000	0.000000	0.000000	0.000000	0.509000
37.000000	0.000000	0.000000	0.223000	0.261000	0.000000	0.000000	0.254000	0.262000
38.000000	0.000000	0.000000	0.256000	0.252000	0.000000	0.000000	0.251000	0.241000
39.000000	0.000000	0.268000	0.000000	0.264000	0.000000	0.224000	0.000000	0.244000
40.000000	0.132000	0.132000	0.120000	0.114000	0.137000	0.122000	0.124000	0.119000
41.000000	0.130000	0.139000	0.124000	0.116000	0.134000	0.119000	0.116000	0.122000
42.000000	0.000000	0.232000	0.000000	0.262000	0.000000	0.245000	0.000000	0.261000
43.000000	0.119000	0.127000	0.142000	0.124000	0.131000	0.107000	0.128000	0.122000
44.000000	0.137000	0.128000	0.115000	0.122000	0.131000	0.125000	0.121000	0.121000
45.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
46.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.482000	0.518000
47.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.510000	0.490000
48.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.481000	0.000000	0.519000
49.000000	0.000000	0.000000	0.000000	0.000000	0.270000	0.256000	0.263000	0.211000
50.000000	0.000000	0.000000	0.000000	0.000000	0.252000	0.248000	0.256000	0.244000
51.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.506000	0.000000	0.494000
52.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.247000	0.262000	0.231000
53.000000	0.000000	0.000000	0.000000	0.000000	0.254000	0.242000	0.256000	0.248000
54.000000	0.000000	0.000000	0.000000	0.490000	0.000000	0.000000	0.000000	0.510000
55.000000	0.000000	0.000000	0.238000	0.260000	0.000000	0.000000	0.248000	0.254000
56.000000	0.000000	0.000000	0.278000	0.241000	0.000000	0.000000	0.233000	0.248000
57.000000	0.000000	0.255000	0.000000	0.271000	0.000000	0.243000	0.000000	0.231000
58.000000	0.121000	0.132000	0.134000	0.122000	0.110000	0.112000	0.126000	0.143000
59.000000	0.131000	0.126000	0.133000	0.137000	0.116000	0.119000	0.103000	0.135000
60.000000	0.000000	0.241000	0.000000	0.248000	0.000000	0.266000	0.000000	0.245000
61.000000	0.142000	0.117000	0.121000	0.142000	0.108000	0.120000	0.128000	0.122000
62.000000	0.141000	0.112000	0.110000	0.139000	0.130000	0.121000	0.136000	0.111000
63.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
64.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.506000	0.494000
65.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.502000	0.498000
66.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.507000	0.000000	0.493000
67.000000	0.000000	0.000000	0.000000	0.000000	0.260000	0.239000	0.259000	0.242000
68.000000	0.000000	0.000000	0.000000	0.000000	0.249000	0.230000	0.260000	0.261000
69.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.485000	0.000000	0.515000
70.000000	0.000000	0.000000	0.000000	0.000000	0.249000	0.269000	0.240000	0.242000
71.000000	0.000000	0.000000	0.000000	0.000000	0.262000	0.238000	0.230000	0.270000
72.000000	0.000000	0.000000	0.000000	0.488000	0.000000	0.000000	0.000000	0.512000
73.000000	0.000000	0.000000	0.216000	0.270000	0.000000	0.000000	0.276000	0.238000
74.000000	0.000000	0.000000	0.244000	0.267000	0.000000	0.000000	0.240000	0.249000
75.000000	0.000000	0.235000	0.000000	0.246000	0.000000	0.264000	0.000000	0.255000
76.000000	0.139000	0.123000	0.116000	0.115000	0.126000	0.117000	0.124000	0.140000
77.000000	0.119000	0.117000	0.136000	0.123000	0.135000	0.131000	0.129000	0.110000
78.000000	0.000000	0.224000	0.000000	0.253000	0.000000	0.267000	0.000000	0.256000
79.000000	0.128000	0.122000	0.114000	0.123000	0.150000	0.119000	0.133000	0.111000
80.000000	0.119000	0.105000	0.151000	0.131000	0.120000	0.144000	0.117000	0.113000
