0.000000	0.000000	0.010000	0.010000	0.980000
1.000000	0.020000	0.010000	0.480000	0.490000
2.000000	0.000000	0.000000	0.500000	0.500000
3.000000	0.000000	0.470000	0.010000	0.520000
4.000000	0.190000	0.220000	0.330000	0.260000
5.000000	0.250000	0.220000	0.250000	0.280000
6.000000	0.000000	0.560000	0.030000	0.410000
7.000000	0.190000	0.260000	0.210000	0.340000
8.000000	0.150000	0.250000	0.290000	0.310000
9.000000	0.000000	0.510000	0.000000	0.490000
10.000000	0.320000	0.300000	0.180000	0.200000
11.000000	0.230000	0.320000	0.220000	0.230000
12.000000	0.010000	0.420000	0.000000	0.570000
13.000000	0.270000	0.210000	0.230000	0.290000
14.000000	0.120000	0.290000	0.280000	0.310000
15.000000	0.000000	0.020000	0.010000	0.970000
16.000000	0.010000	0.020000	0.470000	0.500000
17.000000	0.010000	0.030000	0.370000	0.590000
18.000000	0.010000	0.470000	0.000000	0.520000
19.000000	0.310000	0.250000	0.230000	0.210000
20.000000	0.200000	0.310000	0.200000	0.290000
21.000000	0.000000	0.000000	0.000000	1.000000
22.000000	0.000000	0.000000	0.530000	0.470000
23.000000	0.010000	0.010000	0.420000	0.560000
24.000000	0.010000	0.420000	0.010000	0.560000
25.000000	0.270000	0.270000	0.240000	0.220000
26.000000	0.300000	0.300000	0.180000	0.220000
27.000000	0.010000	0.980000	0.000000	0.010000
28.000000	0.530000	0.460000	0.010000	0.000000
29.000000	0.360000	0.590000	0.010000	0.040000
30.000000	0.000000	0.470000	0.000000	0.530000
31.000000	0.220000	0.330000	0.170000	0.280000
32.000000	0.190000	0.390000	0.160000	0.260000
33.000000	0.000000	0.480000	0.000000	0.520000
34.000000	0.220000	0.350000	0.180000	0.250000
35.000000	0.170000	0.280000	0.270000	0.280000
36.000000	0.000000	0.010000	0.410000	0.580000
37.000000	0.020000	0.010000	0.450000	0.520000
38.000000	0.000000	0.020000	0.000000	0.980000
39.000000	0.230000	0.220000	0.280000	0.270000
40.000000	0.230000	0.200000	0.220000	0.350000
41.000000	0.000000	0.420000	0.010000	0.570000
42.000000	0.280000	0.150000	0.350000	0.220000
43.000000	0.170000	0.250000	0.320000	0.260000
44.000000	0.000000	0.440000	0.010000	0.550000
45.000000	0.320000	0.220000	0.260000	0.200000
46.000000	0.210000	0.290000	0.270000	0.230000
47.000000	0.000000	0.550000	0.000000	0.450000
48.000000	0.330000	0.190000	0.260000	0.220000
49.000000	0.240000	0.190000	0.250000	0.320000
50.000000	0.010000	0.410000	0.000000	0.580000
51.000000	0.010000	0.000000	0.520000	0.470000
52.000000	0.000000	0.000000	0.400000	0.600000
53.000000	0.000000	0.000000	0.020000	0.980000
54.000000	0.280000	0.200000	0.240000	0.280000
55.000000	0.250000	0.300000	0.240000	0.210000
56.000000	0.010000	0.500000	0.000000	0.490000
57.000000	0.010000	0.000000	0.460000	0.530000
58.000000	0.000000	0.000000	0.500000	0.500000
59.000000	0.000000	0.000000	0.000000	1.000000
60.000000	0.170000	0.240000	0.380000	0.210000
61.000000	0.220000	0.290000	0.230000	0.260000
62.000000	0.000000	0.470000	0.000000	0.530000
63.000000	0.530000	0.470000	0.000000	0.000000
64.000000	0.490000	0.510000	0.000000	0.000000
65.000000	0.020000	0.980000	0.000000	0.000000
66.000000	0.340000	0.230000	0.250000	0.180000
67.000000	0.290000	0.310000	0.170000	0.230000
68.000000	0.010000	0.490000	0.000000	0.500000
69.000000	0.250000	0.240000	0.260000	0.250000
70.000000	0.310000	0.230000	0.170000	0.290000
71.000000	0.000000	0.530000	0.000000	0.470000
72.000000	0.000000	0.000000	0.440000	0.560000
73.000000	0.000000	0.020000	0.000000	0.980000
74.000000	0.010000	0.000000	0.390000	0.600000
75.000000	0.270000	0.260000	0.160000	0.310000
76.000000	0.000000	0.480000	0.000000	0.520000
77.000000	0.190000	0.330000	0.170000	0.310000
78.000000	0.180000	0.240000	0.320000	0.260000
79.000000	0.000000	0.430000	0.010000	0.560000
80.000000	0.140000	0.290000	0.220000	0.350000
81.000000	0.240000	0.300000	0.190000	0.270000
82.000000	0.000000	0.690000	0.000000	0.310000
83.000000	0.240000	0.340000	0.130000	0.290000
84.000000	0.270000	0.290000	0.220000	0.220000
85.000000	0.000000	0.490000	0.000000	0.510000
86.000000	0.100000	0.410000	0.190000	0.300000
87.000000	0.010000	0.000000	0.500000	0.490000
88.000000	0.000000	0.010000	0.000000	0.990000
89.000000	0.000000	0.000000	0.440000	0.560000
90.000000	0.200000	0.270000	0.190000	0.340000
91.000000	0.010000	0.470000	0.010000	0.510000
92.000000	0.160000	0.340000	0.180000	0.320000
93.000000	0.000000	0.000000	0.530000	0.470000
94.000000	0.000000	0.010000	0.010000	0.980000
95.000000	0.000000	0.000000	0.430000	0.570000
96.000000	0.160000	0.230000	0.340000	0.270000
97.000000	0.000000	0.560000	0.000000	0.440000
98.000000	0.140000	0.290000	0.200000	0.370000
99.000000	0.470000	0.520000	0.000000	0.010000
100.000000	0.030000	0.940000	0.000000	0.030000
101.000000	0.450000	0.540000	0.000000	0.010000
102.000000	0.210000	0.260000	0.250000	0.280000
103.000000	0.000000	0.660000	0.000000	0.340000
